      LinCoeff:.   AA1:        AA2:        B12:        RZ1:       RZ2:
 FNC: ======================================================================
  1   .1174D+00   .4682D+00   .2784D+00  -.8336D-02   .4983D+00  -.6483D+00
  2   .1124D+00   .6733D+00   .3246D+00  -.8959D-02   .5477D+00   .4424D+00
  3   .4076D-01   .5870D+00   .9735D+00  -.3550D-01   .6365D+00  -.3247D+00
  4  -.6633D-01   .2306D+00   .4698D+00   .1264D+00  -.1478D+00  -.5310D+00
  5   .6900D-01   .7885D+00   .1317D+00  -.9196D-03   .6226D+00  -.5637D+00
  6   .3465D-01   .1680D+00   .1161D+01  -.1101D-01  -.7146D+00  -.3568D+00
  7   .4406D-02   .2524D+01   .3639D+00  -.4277D-01  -.1080D+00  -.5928D+00
  8  -.3641D-01   .1262D+01   .4453D+00   .1953D+00  -.6245D+00  -.2656D+00
  9   .5298D-01   .6227D+00   .1520D+01   .1267D-01   .4659D+00   .6336D+00
 10   .2670D-01   .9708D+00   .2310D+01  -.1316D-01  -.6460D+00   .6815D+00
 11  -.5011D-02   .1685D+01   .7862D+00   .1041D+01   .5763D+00   .1164D+00
 12   .1260D-03   .6739D+00   .3057D+03  -.9920D-01   .2186D+00  -.7004D+00
 13   .8225D-02   .1625D+00   .1007D+02  -.4699D-02  -.1707D+00  -.6944D+00
 14   .5498D-02   .1666D+01   .4374D+01  -.1723D+00  -.6415D+00  -.6683D+00
 15  -.1289D-02   .1146D+01   .7202D+00   .4971D+01   .3203D+00   .6521D+00
 16   .1035D-02   .3031D+00   .7707D+02  -.6033D-01   .2058D+00  -.6976D+00
 17   .4324D-02   .5653D+01   .2461D+01  -.2565D-01   .6871D+00  -.6701D+00
 18   .5342D-01   .1896D+01   .2365D+00  -.1086D-01   .6382D+00  -.4994D+00
 19  -.4164D-04  -.8136D+00   .2307D+01   .1426D+03   .1068D+01   .6999D+00
 20   .3372D-02   .1049D+01   .1288D+02  -.1561D-01   .6837D+00  -.6924D+00
 21   .1566D-01   .3223D+00   .3854D+01  -.3586D-01  -.6356D+00  -.6735D+00
 22   .3087D-02   .6518D+00   .1142D+02  -.9472D-01  -.6797D+00  -.6819D+00
 23  -.3829D-02   .5418D+00   .2870D+00   .2039D+01   .1936D+00   .8322D+00
 24   .7857D-03   .1266D+01   .5477D+02  -.1955D-01  -.6517D+00   .6984D+00
 25   .5928D-03   .5709D+01   .2215D+02  -.1658D-01   .6833D+00  -.7002D+00
 26   .9329D-01   .1732D+00   .3354D+00  -.1064D-01   .3726D+00   .4934D+00
 27  -.8638D-04   .1090D+00   .3723D+01   .3796D+02   .1089D+01  -.5145D+00
 28   .2847D-05   .4027D+04  -.3668D-01   .6363D+00  -.7002D+00   .7202D+00
 29   .1850D-01   .5082D+01   .4229D+00  -.1119D-01   .6786D+00  -.6147D+00
 30   .4896D-01   .1024D+01   .4467D+00   .3433D-02  -.7664D+00   .6395D+00
 31   .6333D-02   .1113D+00   .4426D+01   .2099D-01  -.1171D+01   .7525D+00
 32   .4325D-04   .1446D+03   .5824D+01  -.2990D+01  -.7013D+00  -.6791D+00
 33   .8708D-04   .6184D+03  -.2246D+00   .4629D+00   .7019D+00   .1843D+01
 34  -.1506D-05   .1394D+01   .4204D+00   .1756D+04  -.6219D+00   .5399D-01
 35  -.5085D-03   .1303D+01   .5975D+01   .4231D+01  -.4220D+00  -.6569D+00
 36  -.9821D-04   .6606D+00   .2628D-02   .3802D+02   .3605D+00  -.1704D+00
 37   .1363D-03   .1765D+03   .9844D-01   .3984D+00  -.6975D+00  -.1615D+01
 38   .3523D-03   .2545D+02   .3101D+01  -.7689D+00   .6929D+00   .6955D+00
 39   .2104D-03   .1753D+00   .5364D+02   .1511D-01  -.8404D+00  -.7071D+00
 40   .1353D-04   .2783D+01   .9005D+03  -.1032D+00  -.6989D+00   .7002D+00
 41   .2819D-02   .1536D+01   .2106D+01  -.1391D+00  -.6696D+00  -.1023D-02
 42   .4147D-01   .5242D+00   .7848D-01  -.3236D-02  -.4663D+00  -.4152D+00
 43   .1222D-01   .3350D+01   .1002D+00   .3153D-02   .5827D+00   .1307D+00
 44  -.1306D-01   .6272D+00   .4376D+00   .4758D+00  -.1161D-01   .7077D+00
 45  -.5203D-04   .2008D+00   .1774D+01   .1950D+01  -.4763D+00   .1250D+01
 46   .4933D-06   .7590D+02   .5475D+00   .2576D+02   .7193D+00   .1178D+01
 47   .6327D-01   .2443D+00   .1396D+00  -.2831D-03   .4500D+00  -.7857D+00
 48   .1826D-04  -.4842D-01   .1787D+02   .3340D+00  -.1589D+01   .3081D+00
 49   .1947D-03   .8159D-01   .2028D+03   .3170D-01   .5131D+00  -.7007D+00
 50   .1228D-01   .1745D+01   .1454D+00  -.1016D-01   .8330D+00   .7772D+00
 51   .4265D-02   .3246D+00   .2098D+02   .5079D-02  -.6281D+00   .6988D+00
 52  -.2614D-01   .2053D+00   .1295D+00   .6576D-01   .1679D+00  -.6396D+00
 53  -.3794D-03   .7431D+00   .6305D+00   .1498D+02   .2970D+00  -.1322D+01
 54  -.4879D-05  -.9181D-01   .8839D+00   .5914D+03  -.1615D+01   .1330D+00
 55  -.3820D-02   .1591D+00   .2435D+00   .7100D+00  -.8294D+00   .5736D-01
 56  -.2506D-05   .2281D+00   .1051D+02   .5957D+03   .2103D+01  -.6857D+00
 57   .1403D-02   .1024D+00   .3116D+02  -.1135D-01   .2393D+00  -.6986D+00
 58  -.9278D-05   .3646D+02   .2502D+03   .2615D-01  -.7043D+00   .7018D+00
 59   .2574D-03   .8624D+01   .9538D+01  -.4283D+00  -.6410D+00  -.7207D+00
 60   .3085D-04   .2244D+02   .1494D+03   .1589D+01   .8017D+00  -.7172D+00
 61   .2109D-01   .1743D+00   .8249D-01  -.5767D-02   .4798D+00   .1238D+00
 62   .6416D-03   .4380D+02   .8579D+00  -.2533D+00  -.7004D+00  -.5133D+00
 63   .1390D-02   .7932D+01   .1061D+01  -.1829D+00  -.7019D+00   .6733D-01
 64   .5459D-05   .1976D+04  -.8595D-01   .9407D+00  -.7000D+00  -.1310D+01
 65   .2622D-02   .5374D+00   .2672D+00  -.9535D-02   .1536D+01   .4428D+00
 66   .1744D-02   .7587D+01   .5743D-01   .7730D-03  -.7036D+00  -.5668D+00
 67   .7431D-12   .2590D+00   .5147D+06   .5326D-02   .1249D+01  -.8150D+00
 68  -.4128D-04   .1138D+01   .4828D+01  -.5585D-01   .1706D+01  -.9885D+00
 69  -.3863D-03   .7398D-01   .3927D+00   .7255D+01   .1474D+01   .1656D+00
 70  -.5233D-04   .4416D+00   .5637D+01   .2081D+02  -.1084D+01   .9053D+00
 71  -.2780D-04   .1105D+01   .2235D+02   .1394D+02   .4261D+00  -.7021D+00
 72  -.1691D-02   .3189D+00   .3753D+01   .8671D+00   .2147D+00   .6849D+00
 73   .1340D-01   .1585D+01   .6586D-01  -.1533D-02   .5985D+00  -.2852D+00
 74   .5503D-11   .2630D+00   .2567D+06   .4715D-01  -.3769D+00   .8109D+00
 75   .1383D-04   .2949D+04   .6822D-01   .7302D-01   .7010D+00  -.1269D+01
 76  -.8835D-05   .6719D+01   .1528D+02   .7991D+02   .7026D+00   .6920D+00
 77   .4949D-04   .2448D+03   .2838D+01   .5495D+00  -.7038D+00   .9133D+00
 78   .1447D-02   .5512D-01   .4859D+00   .2834D-02   .8013D+00  -.1515D+01
 79   .8070D-03   .1593D+00   .2942D+02   .5135D-01  -.1205D+01  -.6866D+00
 80  -.3254D-06   .9382D+00   .6110D+00   .8850D+04   .1189D+01  -.3671D+00
 81   .2548D-04   .8288D-01   .7801D+03   .1003D+00   .1893D+01   .6966D+00
