      LinCoeff:.   AA1:        AA2:        B12:        RZ1:       RZ2:
 FNC: ======================================================================
  1   .1185D+00   .4761D+00   .2786D+00  -.7528D-02   .5081D+00  -.6470D+00
  2   .1065D+00   .6738D+00   .3353D+00  -.1192D-01   .5397D+00   .4414D+00
  3   .3927D-01   .5770D+00   .1011D+01  -.3422D-01   .6333D+00  -.3310D+00
  4  -.6309D-01   .2358D+00   .4687D+00   .1279D+00  -.1144D+00  -.5308D+00
  5   .6914D-01   .8134D+00   .1352D+00  -.1316D-02   .6185D+00  -.5523D+00
  6   .3381D-01   .1695D+00   .1160D+01  -.1184D-01  -.7149D+00  -.3607D+00
  7   .4789D-02   .2464D+01   .3331D+00  -.3349D-01  -.1017D+00  -.6070D+00
  8  -.3626D-01   .1233D+01   .4562D+00   .1922D+00  -.6220D+00  -.2576D+00
  9   .5174D-01   .6328D+00   .1501D+01   .1136D-01   .4585D+00   .6285D+00
 10   .2566D-01   .9872D+00   .2303D+01  -.1350D-01  -.6474D+00   .6803D+00
 11  -.5065D-02   .1671D+01   .7844D+00   .1048D+01   .5757D+00   .1362D+00
 12   .1244D-03   .6912D+00   .3057D+03  -.1069D+00   .2185D+00  -.7008D+00
 13   .7969D-02   .1658D+00   .1005D+02   .1270D-02  -.1535D+00  -.6906D+00
 14   .5396D-02   .1690D+01   .4303D+01  -.1851D+00  -.6416D+00  -.6682D+00
 15  -.1286D-02   .1121D+01   .7589D+00   .4935D+01   .3168D+00   .6477D+00
 16   .1022D-02   .2987D+00   .7698D+02  -.6055D-01   .2146D+00  -.6977D+00
 17   .4272D-02   .5614D+01   .2468D+01  -.2395D-01   .6873D+00  -.6705D+00
 18   .5229D-01   .1906D+01   .2404D+00  -.9501D-02   .6480D+00  -.5091D+00
 19  -.4093D-04  -.8621D+00   .2351D+01   .1426D+03   .1069D+01   .6985D+00
 20   .3255D-02   .1076D+01   .1284D+02  -.1523D-01   .6821D+00  -.6919D+00
 21   .1647D-01   .3258D+00   .3787D+01  -.3848D-01  -.6177D+00  -.6758D+00
 22   .3051D-02   .6919D+00   .1135D+02  -.1131D+00  -.6876D+00  -.6850D+00
 23  -.3761D-02   .5387D+00   .2799D+00   .2031D+01   .1931D+00   .8248D+00
 24   .7975D-03   .1221D+01   .5455D+02  -.1359D-01  -.6497D+00   .6985D+00
 25   .5952D-03   .5707D+01   .2205D+02  -.2224D-01   .6821D+00  -.6997D+00
 26   .9211D-01   .1766D+00   .3376D+00  -.1052D-01   .3800D+00   .4937D+00
 27  -.8626D-04   .1044D+00   .3722D+01   .3796D+02   .1089D+01  -.5140D+00
 28   .3182D-05   .4027D+04  -.1256D-01   .6100D+00  -.6993D+00   .7202D+00
 29   .1781D-01   .5042D+01   .4423D+00  -.1087D-01   .6795D+00  -.6170D+00
 30   .4798D-01   .1017D+01   .4640D+00   .2491D-02  -.7709D+00   .6220D+00
 31   .6360D-02   .1234D+00   .4369D+01   .2138D-01  -.1175D+01   .7218D+00
 32   .4535D-04   .1445D+03   .5773D+01  -.2952D+01  -.7013D+00  -.6851D+00
 33   .8271D-04   .6185D+03  -.2250D+00   .4635D+00   .7016D+00   .1846D+01
 34  -.1543D-05   .1523D+01   .2932D+00   .1756D+04  -.6220D+00   .5396D-01
 35  -.5026D-03   .1321D+01   .5916D+01   .4209D+01  -.4235D+00  -.6516D+00
 36  -.9921D-04   .6869D+00  -.1151D-01   .3804D+02   .3616D+00  -.1704D+00
 37   .1434D-03   .1764D+03   .7807D-01   .3791D+00  -.6971D+00  -.1613D+01
 38   .3456D-03   .2546D+02   .3180D+01  -.8352D+00   .6918D+00   .6879D+00
 39   .1958D-03   .1899D+00   .5365D+02   .1444D-01  -.8386D+00  -.7114D+00
 40   .1394D-04   .2754D+01   .9005D+03  -.9846D-01  -.6953D+00   .7004D+00
 41   .2638D-02   .1519D+01   .2121D+01  -.1333D+00  -.6686D+00  -.5890D-02
 42   .4379D-01   .5267D+00   .8145D-01  -.3837D-02  -.4720D+00  -.3948D+00
 43   .1313D-01   .3273D+01   .1015D+00  -.2601D-03   .5940D+00   .1353D+00
 44  -.1223D-01   .6583D+00   .4339D+00   .4809D+00  -.6765D-02   .7001D+00
 45  -.6892D-04   .1974D+00   .1777D+01   .1951D+01  -.4762D+00   .1250D+01
 46   .1184D-05   .7590D+02   .5473D+00   .2576D+02   .7193D+00   .1178D+01
 47   .6612D-01   .2485D+00   .1417D+00  -.9203D-03   .4471D+00  -.7714D+00
 48   .9070D-06  -.4850D-01   .1787D+02   .3340D+00  -.1589D+01   .3078D+00
 49   .2004D-03   .8941D-01   .2028D+03   .3116D-01   .5113D+00  -.7015D+00
 50   .1362D-01   .1590D+01   .1439D+00   .4986D-02   .8288D+00   .7923D+00
 51   .4121D-02   .3360D+00   .2092D+02   .7399D-02  -.6368D+00   .6985D+00
 52  -.2704D-01   .2096D+00   .1313D+00   .6726D-01   .1714D+00  -.6332D+00
 53  -.3706D-03   .7463D+00   .6254D+00   .1498D+02   .2942D+00  -.1319D+01
 54  -.4866D-05  -.8669D-01   .8777D+00   .5914D+03  -.1615D+01   .1330D+00
 55  -.4274D-02   .1663D+00   .2520D+00   .6895D+00  -.8287D+00   .5552D-01
 56  -.2538D-05   .1535D+00   .1058D+02   .5957D+03   .2103D+01  -.6859D+00
 57   .1548D-02   .1020D+00   .3100D+02  -.6650D-02   .2443D+00  -.6977D+00
 58  -.6241D-05   .3645D+02   .2502D+03   .3021D-01  -.7004D+00   .7132D+00
 59   .2544D-03   .8588D+01   .9507D+01  -.4239D+00  -.6382D+00  -.7098D+00
 60   .2296D-04   .2246D+02   .1493D+03   .1586D+01   .8014D+00  -.7261D+00
 61   .2235D-01   .1768D+00   .8219D-01  -.5717D-02   .4794D+00   .1227D+00
 62   .6356D-03   .4379D+02   .8561D+00  -.2699D+00  -.6987D+00  -.5138D+00
 63   .1341D-02   .7930D+01   .1072D+01  -.1859D+00  -.6948D+00   .6161D-01
 64   .6023D-05   .1976D+04  -.1337D+00   .9846D+00  -.6993D+00  -.1310D+01
 65   .2637D-02   .5500D+00   .2732D+00  -.1620D-01   .1535D+01   .4348D+00
