           1       -1.080169666456440
           2       -1.143496254659118
           3       -1.150931131586166
           4       -1.163729385906359
           5       -1.168109140343695
           6       -1.170583216538410
           7       -1.171326492771541
           8       -1.172303504460857
           9       -1.172884197712852
          10       -1.173037572702898
          11       -1.173292372337473
          12       -1.173701684240908
          13       -1.173839326013813
          14       -1.173977385965862
          15       -1.173996292806574
          16       -1.174023848101861
          17       -1.174074474532222
           2       -1.143496254649836
           3       -1.143496254649836
           4       -1.150174358166302
           5       -1.150223411595254
           2       -1.080169666460331
           3       -1.080169666460331
           4       -1.080169666460374
           5       -1.080169666460374
           6       -1.080169666460374
           2       -1.143496254653482
           3       -1.155686078575048
           4       -1.163729385916973
           5       -1.168107801273859
           6       -1.170809639925272
           7       -1.171569290782388
           8       -1.172577674315387
           9       -1.173113623084918
          10       -1.173499551584017
          11       -1.173599219400234
          12       -1.173768780448618
          13       -1.173860156125699
          14       -1.173949454013203
