 :BEGIN:
         256
           1        1.368586155119733   5.287423114834957E-001
   6.108624996549210E-001   2.064923047155054E-003  -8.485321821691937E-001
   6.043418083908648E-001
           2   4.902615824938108E-001   5.437447893385365E-001
       -2.097701768050801   1.366851724483552E-001   4.833463321206623E-001
   6.733530731275297E-001
           3       -1.282548620931169        1.248641544823816
   7.995969343824539E-001   9.472737453962574E-002   5.852548163306363E-001
  -7.113921938452699E-001
           4   1.247800687582068E-002   4.135609633192851E-001
       -4.273264185520190  -7.469163951329053E-001   7.090493170844493E-001
  -6.556196932473081E-001
           5   9.586353043872113E-002        2.806821670867588
        1.717311534915253  -2.897279875869592E-002   7.113965930616530E-001
  -7.371763559505234E-001
           6   2.735970297572323E-001   3.755721766274842E-001
        1.793329908093535  -3.099530733299989E-002        1.147770060222198
   6.173749602202845E-001
           7   3.488412108308870E-002   9.653398336203702E-001
        6.266315497365154  -1.972163562863594E-002   6.198299544065030E-001
  -7.048389645365345E-001
           8        1.608315149542955   3.074321568705205E-001
   9.599185852816184E-001  -1.835483478394441E-002  -1.680610626966841E-001
  -6.521338290975033E-001
           9        1.285209279857779   9.453091590500969E-001
   5.470811919961909E-001   3.722738095460860E-002   6.291961621461274E-001
  -2.196515742786021E-001
          10   1.390526745642763E-002        1.940432813462851
        3.180940935998124        1.303903076472961   7.131662757874333E-001
   6.888902246033265E-001
          11        1.058319055590323   9.276043152882054E-001
   9.018558145452775E-001   3.945996685355305E-002   4.516022100623758E-001
  -7.805289727103307E-001
          12   2.841907442717814E-002   4.992225379518018E-001
        2.367252984110433   3.799190168141413E-001  -2.728460892127839E-001
  -3.162813830730596E-001
          13        1.438789347957614   4.568413456483109E-001
   2.785769037531721E-001   3.810767069373272E-002   4.571581217342500E-001
   2.584959970258711E-001
          14   1.640846510073738E-001       -1.222324362728530
  -7.330670171824685E-001  -1.118563091850697E-001  -1.181273256340786E-001
  -3.192258776241732E-001
          15   5.786156491022623E-001        1.120777896839970
        1.671390265043353   4.650067645324855E-002   6.447536702338715E-001
  -6.547695438525364E-001
          16   1.018482893742030E-001   2.727631531609975E-001
        3.630988250620560   2.816024546269517E-002   1.079627284098939E-001
   6.877404669125857E-001
          17   1.164346142980142E-001        1.999038938343098
        1.154353851965345   1.768609397312195E-001  -6.433450650176255E-001
  -6.700466794678883E-001
          18   9.003810675283358E-001   3.817803711336985E-001
   9.984002466215040E-001   6.507378803096994E-002   3.895570003923915E-001
  -1.823340327158187E-001
          19        1.526454553301433   6.665355214867531E-001
   5.712360631016805E-001   2.909221041001306E-002   6.532121682339820E-001
  -3.119761109908399E-001
          20  -9.009795347430648E-001       -1.287777272092197
   8.773761373159461E-001   4.775508788488599E-001  -5.743119884229975E-001
  -1.729699392986473E-001
          21   2.841420604765783E-001   2.579952393368214E-001
        1.709889889446083   7.962872257996610E-003   6.178803508923618E-002
  -6.447881547926565E-001
          22   5.439000552039418E-001   3.835009800244844E-001
        2.481640008086659  -2.944317224530050E-002   2.873349858799155E-001
  -6.953798230870438E-001
          23       -6.706100000066026   3.725471677301767E-001
   5.532102712777003E-001   2.431142322557367E-001   3.597197430859276E-001
   5.444467138059786E-001
          24  -1.902902970467112E-002        5.215081230744472
        1.399528666598068       -5.141218318078973   9.109321361962286E-001
   4.433345875711518E-001
          25   9.141244294507898E-001   8.482418208570500E-001
        1.316235764946308   2.449059080135714E-002   6.140646901436347E-001
   6.107397723339463E-001
          26   6.118083589420877E-006        2.979168892791063
  -3.542664488274024E-001   8.204293937316772E-001   7.918840782568162E-001
       -1.812985632431191
          27   6.253022358366854E-001        1.511988344334208
   4.447129678333697E-001   3.895993719009779E-002   3.274298975914901E-001
  -3.942245323388382E-001
          28   4.147753643477076E-001   6.556469224349123E-001
        2.304587624872230   1.033237101248056E-002   7.650813410208937E-001
  -6.778192961597103E-001
          29        1.734748089086750   3.959878444408156E-001
   5.738316660988828E-001   1.358677178513664E-001  -2.416587859026512E-001
  -3.490822965790318E-001
          30   2.203207863465176E-002   4.269915177595247E-001
       11.517325438554020   2.641381082144709E-001  -8.501291310772985E-002
  -6.992705575765521E-001
          31   1.845043135706590E-002        9.857885470427320
   7.620330566230419E-001  -1.996821083872820E-002   6.991157376490939E-001
   4.886466944731073E-001
          32        1.427252691583192   6.211518624136795E-001
   3.254088888650037E-001   1.976820341603156E-001   5.377099106619011E-001
   3.443323922523037E-001
          33        1.033130096624635        1.520716199089326
   6.679281909089994E-001   1.228875251458606E-002   7.029716951085290E-001
  -5.173471738914371E-001
          34   1.858674597578536E-002       13.331876522672990
        1.118688968110351   1.031815693485164E-004   6.985797244764268E-001
  -5.964448242235416E-001
          35        1.823597120049546   3.902282090801930E-001
   5.726009885381294E-001   1.308267807924607E-001  -3.468989546201558E-001
  -6.348892245577859E-001
          36        1.211835815818233   3.979238559390470E-001
        1.416297994215160  -7.298987169114236E-003   6.594558708658462E-001
  -7.264759819700567E-001
          37   7.680235825126865E-002        1.691462624106497
        1.243654120087711  -3.318766320465680E-003  -8.812057390045081E-001
   3.876541249921874E-002
          38        1.805192873351439   7.276140192792157E-001
   4.966727879058787E-001   5.136273430654422E-002  -4.444499259310931E-001
  -1.877822108683484E-001
          39   8.606650849137476E-001   8.007253085598660E-001
   7.670842723685403E-001   9.721241888765775E-002  -3.112245168806766E-001
  -5.538424296116391E-001
