      LinCoeff:.   AA1:        AA2:        B12:        RZ1:       RZ2:
 FNC: ======================================================================
  1   .1157D+00   .1346D+00   .2769D+00  -.8281D-02  -.1492D+00  -.5522D+00
  2   .1561D+00   .2261D+00   .4497D+00  -.6593D-02  -.6187D+00   .5201D+00
  3  -.5498D-01   .2203D+00   .4305D+00   .1562D+00   .7453D-01   .5075D+00
  4   .6417D-01   .7038D+00   .6504D+00  -.1990D-01  -.4256D+00   .6882D+00
  5   .1159D+00   .6372D+00   .3017D+00  -.1810D-01  -.5481D+00  -.5036D+00
  6   .3433D-01   .2076D+00   .2511D+01  -.2291D-01   .5370D+00   .6610D+00
  7  -.2945D-01   .9470D+00   .4046D+00   .4467D+00   .5669D+00   .1464D+00
  8   .3433D-01   .9482D+00   .2496D+01  -.3206D-01   .6144D+00  -.6477D+00
  9   .1866D-01   .3900D+00   .6931D+01  -.1666D-01  -.5073D+00   .6868D+00
 10  -.3866D-02   .6523D+00   .1574D+01   .2425D+01  -.1221D+00  -.6272D+00
 11   .3880D-01   .1598D+01   .7033D+00  -.4603D-01  -.6091D+00  -.5503D+00
 12   .8102D-03   .2317D+00   .1162D+03   .3246D-01   .2068D+00  -.7020D+00
 13  -.5900D-04   .2563D+01  -.5741D+00   .8382D+02   .1390D+00   .1949D+01
 14   .6908D-01   .3023D+00   .1373D+01   .1239D-02   .6533D+00  -.7101D+00
 15   .1725D-03   .1623D+00   .3610D+02   .1085D+00   .1833D+01  -.6932D+00
 16   .6878D-02   .1640D+02   .1366D+00  -.6139D-02  -.6965D+00   .6016D-01
 17   .8941D-01   .9663D+00   .1023D+00  -.4505D-02  -.5701D+00   .1741D-01
 18   .4302D-04   .2667D-01   .9042D+03   .1855D+00  -.2451D+01   .7033D+00
 19   .2106D-01   .3071D+00   .1484D+01  -.3704D-01   .5227D+00  -.1871D-01
 20  -.3476D-02   .4837D+00   .1800D+00   .1921D+01  -.5365D-01   .1594D+01
 21   .2404D-03   .1782D+03   .9668D+00   .1539D+00   .7002D+00  -.7786D+00
 22   .1576D-02   .6854D+00   .2941D+02  -.2014D+00   .6752D+00   .6938D+00
 23   .4103D-02   .1937D+01   .1010D+02  -.2742D-01  -.6507D+00   .6900D+00
 24  -.2982D-03   .1615D+01  -.1300D+00   .1591D+02   .2358D+00  -.1105D+01
 25   .2324D-03   .3293D+02   .5882D+01  -.1627D+01  -.7065D+00  -.6680D+00
 26  -.1150D-04   .1394D-01   .1051D+01   .5035D+03  -.9499D+00   .5034D+00
 27   .4644D-02   .5493D+01   .1850D+01  -.4098D+00  -.6693D+00  -.6059D+00
 28   .1958D-01   .1629D+00   .3245D+01  -.2042D-02  -.8262D+00   .6564D+00
 29   .7221D-02   .3830D+00   .6930D+01  -.4898D-01  -.7613D+00  -.6838D+00
 30   .2230D-05   .2732D+05   .2015D+00   .9225D-01   .7007D+00  -.6010D+00
 31   .1911D-04   .4345D+03  -.9783D+00   .2132D+01   .6916D+00   .9761D-01
 32  -.1857D-04   .1562D+02  -.5417D-01   .4054D+02   .6827D+00  -.5302D+00
 33   .8198D-03   .1040D+01   .5191D+01  -.1828D-02   .8991D+00   .8313D-01
 34   .9476D-06   .7017D+01   .1103D+03   .1195D+01   .1041D+01  -.1067D+01
 35  -.1055D-06   .8285D+00   .5883D+04   .7401D-01  -.4507D+00   .7203D+00
 36  -.1994D-01   .1188D+00   .2044D+00   .7925D-01   .1193D+01  -.2159D+00
 37   .2035D-01   .3390D+00   .5463D-01   .1097D-02  -.3240D+00   .8699D+00
 38   .7669D-02   .4839D+01   .6734D-01   .3641D-02   .7045D+00   .7590D-01
 39   .8517D-03   .3787D-01   .6634D+01   .9058D-01   .1892D+01   .4775D+00
 40   .7745D-05   .9275D+02   .2419D+02  -.7821D+00   .6876D+00  -.6887D+00
 41  -.8325D-04   .1339D+00   .9816D+01   .1025D+02   .4509D+00  -.8564D+00
 42  -.1281D-03   .6099D+01   .3105D+01   .1019D+02  -.5112D+00  -.5618D+00
 43   .9784D-05   .8088D-01   .3881D+04   .8616D-01  -.1271D+00   .7051D+00
 44  -.4055D-05   .8723D+00  -.6455D+00   .1010D+03   .9968D+00   .1427D+01
 45   .4962D-03   .7037D+02   .3891D-01   .6970D-01  -.6962D+00  -.1548D+01
 46   .6783D-02   .9917D-01   .1071D+00  -.5560D-02   .1966D+00   .7253D+00
 47   .1698D-02   .4257D+01   .3212D+01   .2148D+00  -.8096D+00   .7809D+00
 48   .1439D-04   .3371D+01   .2170D+00  -.5213D-01   .2112D+01   .2509D+00
 49  -.2425D-04   .4033D+01   .1426D+02   .1788D-01  -.8329D+00  -.9331D-01
 50   .1058D-03   .4304D+03   .8383D+00  -.7277D+00  -.6951D+00  -.5328D+00
 51   .6130D-04   .1869D+03   .4418D+00   .1316D+01  -.7047D+00  -.1021D+01
 52   .3084D-02   .5377D+00   .2749D+02   .1050D-01   .5668D+00  -.6973D+00
